LOC_ID,gene_ID,unitpro,up_evalue,cel,cel_evalue,dmel,dmel_evalue,spur_acc,spur_evalue
LOC117691886,uncharacterized LOC117691886,Q6FTL7.1,0.4,BE0003N10.1.1,0.93,,,XP_030850719.1,1.52e-31
LOC117691887,E3 ubiquitin-protein ligase XIAP-like,Q13490.2,5.27e-10,F10D7.5a.1,6.99e-05,Diap2-PB,3.47e-09,XP_030844326.1,8.36e-13
LOC117691888,uncharacterized LOC117691888,Q6FTL7.1,1.2,C33C12.9.1,3.9,alpha-Man-Ia-PP,1.6,XP_030850719.1,8.42e-34
LOC117691889,uncharacterized LOC117691889,Q5XII8.1,5.8,C11H1.9a.1,3.8,CG33129-PF,2.1,XP_030845933.1,9.1
LOC117691890,uncharacterized LOC117691890,P11047.3,0.14,ZK632.8.1,1.1,hay-PB,1.8,XP_030852312.1,6.53e-11
LOC117691891,scavenger receptor class F member 2-like,Q16363.4,2.63e-16,Y64G10A.7d.1,2.39e-12,drpr-PF,1.3e-09,XP_783327.3,7.46e-17
LOC117691892,baculoviral IAP repeat-containing protein 7-like,P41436.1,4.79e-44,F10D7.5a.1,2.14e-06,Diap1-PF,1.64e-37,XP_011666815.1,1.29e-21
LOC117691893,baculoviral IAP repeat-containing protein 7-like,A9ULZ2.2,7.96e-44,F10D7.5a.1,2.16e-06,Diap1-PF,9.23e-38,XP_011666815.1,2.17e-21
LOC117691894,baculoviral IAP repeat-containing protein 7-like,P41436.1,1.65e-43,F10D7.5a.1,2.14e-06,Diap1-PF,9.33e-38,XP_011666815.1,4.49e-21
LOC117691895,protein draper-like,P59222.1,5.27e-17,Y47H9C.4a.1,2.32e-09,drpr-PF,2.38e-11,XP_783327.3,3.67e-13
LOC117691896,uncharacterized LOC117691896,Q1LVF0.2,0.043,,,fw-PC,3.3,XP_030835556.1,0.005
LOC117691897,uncharacterized LOC117691897,Q39RJ8.1,7.4,ZC404.3b.1,4.9,Ate1-PA,2.8,XP_030837618.1,2.84e-21
LOC117691898,multiple epidermal growth factor-like domains protein 10,P22105.5,3.59e-05,Y47H9C.4a.1,0.8,CG42673-PC,2.2,XP_030852785.1,0.047
LOC117691899,uncharacterized LOC117691899,Q8R508.1,0.01,R07E3.1a.1,2.8,,,XP_030851753.1,0.036
LOC105346644,bile salt-activated lipase,P30122.2,8.34e-51,C52A10.1.1,4.03e-35,Gli-PF,9.96e-36,XP_782948.3,3e-44
LOC105343051,agrin,O96790.2,6.83e-31,F29G6.1.1,3.71e-18,CG32354-PA,2.74e-17,XP_030843085.1,8.17e-25
LOC117691905,uncharacterized LOC117691905,Q9UJU3.2,0.019,F21G4.6.1,3.1,bon-PD,4,XP_030848078.1,0.008
LOC117691906,multiple epidermal growth factor-like domains protein 10,A8XMW6.2,4.29e-08,Y47H9C.4a.1,2.44e-07,drpr-PA,0.002,XP_030829199.1,1.02e-06
LOC117691907,beta-taxilin-like,Q6PAM1.1,2.82e-95,T22C1.6.2,2.23e-21,CG5886-PA,5.99e-40,XP_780699.5,7.81e-107
LOC117691908,neuronal acetylcholine receptor subunit alpha-9-like,Q9PTS8.1,2.51e-27,F09E8.7b.1,1.03e-27,nAChRalpha2-PB,1.21e-23,XP_786790.3,5.65e-25
LOC105325364,FGGY carbohydrate kinase domain-containing protein,A2AJL3.1,0,R11F4.1.2,4.52e-07,CG11594-PE,1.12e-164,XP_030851970.1,0
LOC117691909,complement C1q-like protein 3,Q86Z23.1,9.02e-08,F58G4.1.1,0.008,csw-PC,0.18,XP_003724148.1,0.007
LOC105328052,kinectin,Q9BXX0.3,4.88e-09,K12F2.1.1,0.13,Lam-PD,8.3,XP_003724148.1,1.15e-08
LOC117691910,complement C1q-like protein 2,Q5RJ80.1,1.52e-07,C44E4.1a.1,2,mfas-PK,3.8,XP_003724148.1,1.5e-08
LOC117691911,uncharacterized LOC117691911,P03369.3,0.000235,T27D12.4c.1,1.2,CG32102-PA,3.6,XP_030844258.1,2.11e-150
LOC117691912,uncharacterized LOC117691912,P27401.2,1.44e-06,Y20F4.8.1,0.003,tw-PA,1.4,XP_030837222.1,1.61e-97
LOC117691913,major egg antigen-like,Q20363.1,1.48e-08,F43D9.4.1,1.31e-09,CG14207-PC,3.5e-05,XP_784059.3,2.09e-07
LOC105345295,toll-like receptor 4,V5NAL9.1,5.72e-32,T01G9.3.1,7.41e-06,Tollo-PA,1.93e-12,XP_030839961.1,1.83e-16
LOC117680608,serine/arginine-rich splicing factor 6-like,,,C14C10.4.1,0.8,,,XP_030832418.1,5.9
LOC105349109,uncharacterized LOC105349109,A8FFL2.1,0.15,B0218.6a.1,0.13,Sfp24F-PA,6.1,XP_030835557.1,0.16
LOC117691914,uncharacterized LOC117691914,Q56083.1,4.9,F01E11.5c.1,0.71,Shaw-PC,5.5,XP_030844170.1,0.91
LOC117691915,uncharacterized LOC117691915,Q8LKW0.2,6.61e-05,F09C3.1.1,0.013,CG15599-PD,3.9,XP_030842371.1,7.77e-64
LOC117691916,uncharacterized LOC117691916,O29507.1,0.19,E03H4.5.1,1.6,CG34375-PA,5.8,XP_030843500.1,0.86
LOC109619867,target of Nesh-SH3-like,Q4ZHG4.4,8.47e-24,C54G7.3a.1,0.45,CG14257-PB,6.6,XP_030830576.1,4.62e-15
LOC105323164,fibronectin type III domain-containing protein 1,Q2Q0I9.2,5.19e-20,,,SERCA-PI,0.59,XP_030830576.1,6.75e-13
LOC105343789,uncharacterized LOC105343789,Q4ZHG4.4,3.89e-21,T07H6.5b.1,0.21,CG18746-PA,1.5,XP_030830576.1,1.25e-15
LOC117691917,zinc finger BED domain-containing protein 4-like,Q80WQ9.1,1.18e-21,C10A4.1.1,6.76e-11,CG16863-PA,6.36e-14,XP_011668672.1,2.77e-24
LOC117691919,uncharacterized protein K02A2.6-like,Q7LHG5.2,7.99e-69,Y22F5A.6.1,0.5,Naxd-PA,0.88,XP_030831957.1,0
LOC117691920,uncharacterized LOC117691920,Q53046.2,1.2,C33D9.6a.1,3.3,CG34417-PP,8.1,XP_030840091.1,0.32
LOC117691921,hydroperoxide isomerase ALOXE3-like,D3ZKX9.1,5.8e-12,K10F12.7.1,6.9,CG7024-PA,1.3,XP_782245.3,1.97e-10
LOC117691918,uncharacterized LOC117691918,Q8DD54.1,1,T05B4.1.1,2.3,CG15005-PA,6.7,XP_800504.1,2.08e-92
LOC117691922,uncharacterized LOC117691922,Q8K4F2.1,3.26e-05,,,CG5421-PB,1.3,XP_030842927.1,3.19e-08
LOC117691923,uncharacterized LOC117691923,P04323.1,4.9e-99,K04G7.1.2,2e-04,CG12105-PB,0.22,XP_030850203.1,0
LOC109619060,THAP domain-containing protein 11-like,Q6IR68.2,3.65e-09,F49E10.5a.1,0.061,CG10631-PA,0.72,XP_030828650.1,1.31e-06
LOC117691924,uncharacterized LOC117691924,Q8K3K1.2,0.004,C14C6.8.1,2.1,CG31010-PB,0.92,XP_011677132.2,0.000269
LOC105346142,uncharacterized LOC105346142,Q3B8R1.2,0.06,R12E2.8.1,1.9,Ir25a-PD,1.5,XP_030854442.1,0.098
LOC105322013,chorion peroxidase,Q7QH73.3,1.76e-95,C46A5.4.1,7.78e-118,CG10211-PB,4.03e-109,XP_785104.4,3.92e-106
LOC117691926,ankyrin repeat domain-containing protein 17-like,O75179.3,3.97e-37,R11A8.7c.1,1.69e-26,mask-PF,1.73e-36,XP_001200905.1,2.43e-61
LOC117691927,multiple epidermal growth factor-like domains protein 10,O75095.4,2.63e-10,Y64G10A.7b.1,5.35e-10,drpr-PF,1.15e-09,XP_030829199.1,4.91e-12
LOC105348526,uncharacterized LOC105348526,P0CT34.1,9.35e-48,Y111B2A.4a.1,2.3,,,XP_030855959.1,1.18e-173
LOC109621204,uncharacterized LOC109621204,O73791.1,0.000127,Y64G10A.7b.1,1.88e-06,NimA-PD,0.006,XP_011682613.2,8.54e-07
LOC117691928,uncharacterized LOC117691928,Q6Z836.1,2.4,Y111B2A.8c.1,0.16,clos-PD,3,XP_030834709.1,1.62e-44
LOC117680479,uncharacterized LOC117680479,Q2FS92.1,1.1,F15A4.3.1,2,CG33110-PA,0.25,XP_030856192.1,1.46e-20
LOC117691930,transcription factor E2F7-like,F6YVB9.1,8.66e-17,H12I19.4a.1,0.52,CG33332-PA,0.096,XP_030844168.1,5.4e-17
LOC117691929,uncharacterized LOC117691929,Q501P1.1,0.75,EEED8.18.1,1.2,CG6180-PA,4,XP_792282.4,0.13
LOC105335501,putative nuclease HARBI1,Q8BR93.1,7.6e-54,M01F1.7.1,0.44,CG43088-PA,2.55e-26,XP_030834470.1,6.71e-61
LOC117691931,putative nuclease HARBI1,B0BN95.1,8.6e-39,C08B11.2.1,5.7,CG43088-PA,6.25e-14,XP_030849686.1,5.88e-52
LOC117691932,uncharacterized LOC117691932,B9KAQ8.1,4.3,T22D1.9.1,0.12,ApepP-PB,1.4,XP_030841111.1,2.78e-08
LOC117691933,uncharacterized LOC117691933,Q6YZM6.1,0.63,Y23H5B.5.1,7.9,Vsp37A-PE,2,XP_030844089.1,4
LOC117691934,uncharacterized LOC117691934,O42370.2,3.2,T07F8.1.1,0.41,,,XP_030855801.1,7.14e-07
LOC117691935,putative nuclease HARBI1,Q17QR8.1,1.35e-23,K04D7.4a.1,4.7,CG43088-PA,1.53e-10,XP_030842642.1,1.41e-46
LOC117691936,uncharacterized LOC117691936,Q2Y6U0.1,0.23,ZC334.10.1,3.5,CG33322-PA,1.5,XP_003731554.2,1.6
LOC117691937,uncharacterized LOC117691937,Q8VD24.1,0.004,Y67D8C.2.1,5,CG13185-PD,0.82,XP_011675919.2,2.5e-29
LOC105342831,uncharacterized LOC105342831,Q8W4D6.1,2.7,T25G12.6.1,9.2,,,XP_030834475.1,0.41
LOC105344602,sine oculis-binding protein homolog B,Q0P5V2.1,4.12e-31,F57B10.4.1,1.1,Sobp-PB,1.12e-23,XP_003729456.2,3.07e-22
LOC117691938,uncharacterized LOC117691938,O15440.2,0.65,B0024.14a.1,1.2,,,XP_030843215.1,0.43
LOC105337653,kinesin-related protein 4,Q8WZ42.4,1.43e-41,ZK617.1h.3,1.62e-30,bt-PH,1.24e-39,XP_030840385.1,1.08e-120
LOC109620086,uncharacterized LOC109620086,Q2YDJ8.1,5.31e-14,T26A5.7a.1,1.97e-13,PR-Set7-PD,7.92e-11,XP_030854736.1,1.45e-73
LOC117691939,uncharacterized LOC117691939,B2S075.1,0.11,E01A2.7.1,5.7,CG33966-PA,1.7,XP_030850997.1,0.071
LOC117691940,dentin sialophosphoprotein-like,P12036.4,2.63e-05,Y17G7B.23a.1,0.2,Muc18B-PB,0.072,XP_030856050.1,3.32e-19
LOC117691941,"acetyl-CoA acetyltransferase, cytosolic-like",Q9BWD1.2,1.77e-52,F53A2.7.2,2.67e-30,Acat2-PA,1.68e-39,XP_030828473.1,2.21e-53
LOC117691942,"acetyl-CoA acetyltransferase, cytosolic-like",Q9BWD1.2,5.65e-34,F53A2.7.2,1.53e-20,Acat2-PA,3.03e-35,XP_030851393.1,1.63e-33
LOC105348141,60S ribosomal protein L44,P48166.2,5.73e-54,C09H10.2.2,5.04e-55,RpL36A-PB,1.66e-40,XP_797556.2,1.25e-56
LOC109619851,uncharacterized LOC109619851,Q9W0A0.3,6.45e-05,D1044.2b.1,0.001,drpr-PE,8.39e-06,XP_030851753.1,4.93e-06
LOC117691943,uncharacterized LOC117691943,Q9BGZ0.1,6,F01G4.1.1,0.096,,,XP_011671576.2,0.27
LOC117691944,uncharacterized LOC117691944,Q9BY67.2,0.004,H05G16.1b.1,0.35,side-II-PB,0.000847,XP_003723913.1,0.000196
LOC117691945,transcription intermediary factor 1-beta-like,E1BD59.1,1.02e-06,F26F4.7.1,1.61e-06,bon-PD,7.06e-05,XP_030835129.1,8.01e-08
LOC117691946,uncharacterized LOC117691946,O34504.2,1.7,F35H10.10.1,5.8,,,XP_011671579.2,0.47
LOC105328230,peptidyl-prolyl cis-trans isomerase-like 4,Q8WUA2.1,6.89e-172,F39H2.2a.2,6.46e-150,CG5808-PA,1.08e-141,XP_030850389.1,0
LOC105328232,multiple epidermal growth factor-like domains protein 10,O88281.1,4.3e-28,Y64G10A.7e.1,6.99e-24,drpr-PD,1.6e-17,XP_003725730.1,6.96e-33
LOC117691947,uncharacterized LOC117691947,Q44052.1,2,Y20F4.8.1,2.06e-06,CG13481-PC,0.52,XP_030856089.1,1.22e-86
LOC117691948,uncharacterized LOC117691948,Q8FUR8.1,1.7,F07E5.5.1,0.7,CNBP-PB,0.76,XP_030833438.1,0
LOC117691949,uncharacterized LOC117691949,Q9Y5P8.2,1.9,H26D21.2.1,0.17,Tim17b-PB,2.7,XP_003726296.2,0.044
LOC117691950,putative cyclin-dependent serine/threonine-protein kinase DDB_G0272797/DDB_G0274007_partial mRNA,W7MPI5.1,3.5,,,,,,
LOC117691951,alcohol dehydrogenase [acceptor]-like,P18173.3,6.93e-93,C34C6.4.1,9.15e-96,CG9521-PA,1.68e-114,XP_793933.2,1.78e-90
LOC117691952,myb/SANT-like DNA-binding domain-containing protein 3,Q9CR78.1,1.94e-23,Y106G6H.12a.1,2.6,CG32813-PH,3.67e-06,XP_030849632.1,1.08e-17
LOC117691953,putative nuclease HARBI1,Q17QR8.1,4.65e-48,Y50E8A.4c.1,5.1,CG43088-PA,9.77e-19,XP_011664415.2,4.85e-79
LOC117691954,G-protein coupled receptor 15-like,Q99MT6.2,0.004,ZK792.8.1,0.037,,,XP_030854383.1,0.000134
LOC105320694,NKAP family protein CG6066,Q13029.3,2.3,F54F2.1.1,0.24,,,XP_003727956.2,0.39
LOC117691955,uncharacterized LOC117691955,A8XMW6.2,1,Y47H9C.4a.1,0.78,wb-PG,0.007,XP_030839547.1,0.019
LOC117691956,uncharacterized protein K02A2.6-like,P0CT34.1,5.69e-85,K02F6.1.1,0.055,CNBP-PB,0.1,XP_011667710.2,0
LOC117691957,uncharacterized LOC117691957,A6QLK5.1,0.001,C46C2.5.1,3.7,CG17786-PA,5.6,XP_011679284.2,6.82e-14
LOC105320072,uncharacterized LOC105320072,Q60JJ0.2,0.24,ZK1010.10.2,0.7,,,XP_030831934.1,1.1
LOC117691958,uncharacterized LOC117691958,,,T07H8.4j.2,4.4,Traf4-PE,0.72,XP_030837113.1,0.23
LOC117691959,uncharacterized LOC117691959,Q2Q1W2.1,5.64e-05,ZK112.2h.1,0.005,bon-PD,0.001,XP_003725419.1,1.15e-07
LOC117691960,myb/SANT-like DNA-binding domain-containing protein 3,Q9CR78.1,1.4e-25,C54G10.2a.1,3.6,CG32813-PH,4.25e-06,XP_030849632.1,7.42e-18
LOC117691961,uncharacterized LOC117691961,Q9JY09.1,1.6,T03D3.5.1,2.5,CG9394-PB,1.2,XP_030856197.1,0.001
LOC117691962,uncharacterized LOC117691962,P55200.3,0.005,Y26E6A.2.1,0.017,trx-PE,0.03,XP_030841875.1,3.54e-12
LOC105346821,uncharacterized LOC105346821,Q99315.3,8.32e-24,F59E10.2.1,4.8,Mtpalpha-PB,4.6,XP_030843949.1,2.25e-91
LOC117691963,uncharacterized LOC117691963,Q6FE36.1,0.12,K11D12.3b.1,1.5,csul-PB,0.23,XP_030838116.1,0.000131
LOC105331848,uncharacterized LOC105331848,Q7SZI7.1,0.36,Y6D1A.1.1,2,CG43896-PD,1.7,XP_030833438.1,0
LOC117691964,uncharacterized LOC117691964,Q7ZV90.1,1.35e-39,Y18H1A.6c.1,1.24e-35,Pif1-PB,7.1e-35,XP_030849225.1,0
LOC109617214,uncharacterized LOC109617214,Q7N8N5.1,1.1,T02H6.5.1,1.2,CG32803-PC,3.9,XP_011672146.2,2.62e-23
LOC105334041,mitogen-activated protein kinase kinase kinase 4,O08648.2,4.14e-151,B0414.7a.1,0.004,Mekk1-PD,3.96e-27,XP_030850849.1,2.31e-149
LOC105330511,mitogen-activated protein kinase kinase kinase 4,O08648.2,3.49e-51,F09F9.5.1,0.36,Mekk1-PD,2.36e-17,XP_030850849.1,1.66e-51
LOC117691965,uncharacterized LOC117691965,Q3MHE8.1,0.39,F55F3.4a.1,0.41,dtn-PC,1.1,XP_030842497.1,3.1
LOC105333903,uncharacterized LOC105333903,A0A0H2ZGW2.1,0.22,T07H3.10.1,3.1,Tgt-PA,4.6,XP_792865.3,1.1
LOC105328374,biogenesis of lysosome-related organelles complex 1 subunit 3,Q5U5M8.1,1.31e-09,T14G10.2b.2,9.3,Blos3-PA,6.4e-05,XP_003725109.2,6.19e-17
LOC117691966,probable cyclin-dependent serine/threonine-protein kinase DDB_G0292550,Q00130.2,0.11,C28G1.5b.1,7,,,NP_001164286.1,1.05e-10
LOC117691967,cholecystokinin receptor type A-like,P70031.1,1.31e-13,F14D12.6b.1,4.5e-06,Octbeta2R-PG,4.03e-05,XP_030842637.1,6.03e-13
LOC117691968,uncharacterized LOC117691968,D8V078.1,0.52,F36H2.3h.1,1,Hml-PA,0.000853,XP_030843571.1,0.05
LOC117691969,uncharacterized LOC117691969,Q9ERZ6.1,2.5,B0207.4.1,5.4,Cog7-PA,6.5,XP_030852067.1,3.05e-09
LOC117691971,uncharacterized LOC117691971,Q08B72.1,7.72e-08,B0280.7.1,2,CG32813-PH,2.66e-06,XP_011677463.1,6.81e-15
LOC117691972,acetyl-CoA carboxylase 1-like,P11497.1,6e-67,W09B6.1a.2,0.000149,ACC-PG,8.21e-32,XP_030843929.1,4.41e-62
LOC117691973,DNA-directed RNA polymerase II subunit RPB1-like,P14248.1,3.78e-12,F36A4.7.2,1.95e-12,RpII215-PA,7.41e-08,XP_030837614.1,3.13e-14
LOC117691974,uncharacterized protein F54H12.2-like,P34456.1,5.43e-31,F19G12.2.1,1.66e-33,,,XP_030853297.1,8.62e-103
LOC117691975,acetyl-CoA carboxylase 1-like,P11029.1,9.55e-19,W09B6.1c.2,0.000185,ACC-PG,1.06e-09,XP_030843927.1,5.37e-23
LOC117691976,uncharacterized LOC117691976,Q8N187.2,8.35e-05,F52C6.14.1,1.12e-08,CG32110-PA,2.3,XP_030855089.1,1e-93
LOC117691977,"tyrosine--tRNA ligase, cytoplasmic-like",Q6TGS6.2,0,Y105E8A.19.1,3.75e-98,TyrRS-PA,0,XP_030851288.1,0
LOC117691978,uncharacterized LOC117691978,P16087.1,0.008,T20D3.8.1,0.21,CG30491-PB,7.1,XP_030855801.1,9.86e-145
LOC117691979,uncharacterized LOC117691979,P96130.1,1.9,Y66D12A.16a.1,5.4,CG32573-PC,0.27,XP_030844981.1,8.67e-65
LOC105342832,myc box-dependent-interacting protein 1,O00499.1,1.2e-47,F58G6.1.2,2.75e-22,Amph-PB,6.87e-27,XP_782507.3,8.29e-33
LOC117691980,uncharacterized LOC117691980,P11722.4,0.088,F45E10.1h.1,2,Prp4k-PD,4.5,XP_030851799.1,3.1
LOC105318985,craniofacial development protein 2-like,O02751.2,4.98e-13,K03B8.6.2,3.9,Vha68-1-PB,9.6,XP_030853861.1,4.42e-18
LOC117691981,uncharacterized LOC117691981,Q9H8U3.1,1,Y7A5A.1.2,0.024,CG33061-PB,4,XP_030848096.1,0.068
LOC117691982,uncharacterized LOC117691982,Q69TH6.1,1.1,F09E5.10.1,0.11,Dscam1-PBH,0.49,XP_030847080.1,8.29e-28
LOC117691983,uncharacterized LOC117691983,Q8DQ37.2,0.85,W04G3.6c.1,0.77,CG5103-PA,3.2,XP_030831666.1,1.88e-24
LOC117691984,uncharacterized LOC117691984,Q8CDS7.1,0.031,W08F4.1.1,1.18e-07,ash1-PC,0.061,XP_003725656.2,0.47
LOC117691985,lysine-specific demethylase 7 homolog,Q9Y4A0.2,2.39e-08,F26H11.2d.1,0.00045,Kdm5-PF,0.042,XP_030839669.1,1.28e-44
LOC117691986,uncharacterized LOC117691986,Q9UR07.1,4.1e-13,K08E3.8.1,0.97,l(1)G0289-PC,4.1,XP_030847727.1,7.7e-56
LOC117691987,uncharacterized LOC117691987,P0C0B8.1,0.027,Y48A6C.6.1,0.004,IFT20-PB,1.7,XP_011667315.1,0.000732
LOC117691988,putative nuclease HARBI1,Q6AZB8.1,5.98e-22,B0244.4c.1,0.079,CG43088-PA,1.48e-09,XP_030842642.1,4.12e-40
LOC117691989,ATP-dependent DNA helicase RecQ-like,Q9CL21.1,6.03e-17,F18C5.2.1,1.02e-12,Blm-PA,8.6e-06,XP_030836111.1,2.92e-20
LOC117691990,uncharacterized LOC117691990,P35444.1,0.87,C50C3.9c.1,1.2,Ca-alpha1T-PD,3.8,XP_030830222.1,0.34
LOC117691991,protein draper-like,Q02763.2,1.37e-05,Y64G10A.7b.1,0.000264,NimA-PD,0.000178,XP_783327.3,3.28e-06
LOC117691992,uncharacterized LOC117691992,D2GXS7.1,3.88e-10,C12C8.3a.2,3.21e-07,wech-PE,8.48e-09,XP_787393.2,1.18e-15
LOC117691993,GTPase IMAP family member 7-like,Q99JY3.2,9.59e-58,T22A3.8.1,0.11,Ns2-PA,0.73,XP_030834105.1,1.67e-05
LOC117691995,uncharacterized LOC117691995,Q5SCX5.1,4.9,ZK1151.1o.1,0.11,,,XP_030834105.1,0.4
LOC117691996,uncharacterized LOC117691996,Q7V9R4.1,0.97,ZK652.10.1,0.78,MCTS1-PB,6,XP_030855801.1,0
LOC117691997,uncharacterized LOC117691997,O57460.1,3.3e-08,F38E9.2.1,2.47e-06,tld-PA,0.00042,XP_030830326.1,2.11e-09
LOC109618080,uncharacterized LOC109618080,Q8JI28.1,3.41e-09,F38E9.2.1,5.23e-08,tld-PA,2.4e-07,XP_030830326.1,1.74e-09
LOC117691998,uncharacterized LOC117691998,Q9UR07.1,0.25,C15F1.3b.1,0.22,ft-PA,7.1,XP_030833438.1,0
LOC105324785,zinc finger protein 729,O43345.2,5.72e-53,Y38H8A.5.1,7.88e-32,Phs-PA,1.37e-35,XP_030833443.1,2.24e-46
LOC117691999,uncharacterized LOC117691999,Q38W73.1,0.002,Y17G7B.12.1,0.44,eater-PC,0.000266,XP_011662462.2,0.000172
LOC117692000,cerebellin-3-like,Q9BXJ5.1,5.25e-08,ZC13.3.2,0.2,Or85f-PA,1.8,XP_003724148.1,2.22e-08
LOC117692001,uncharacterized LOC117692001,Q9UR07.1,1.1,T05B11.7.1,3.5,CG7560-PA,1.3,XP_030833438.1,0
LOC117692002,uncharacterized LOC117692002,Q10951.1,2.8,F59C6.12.1,3.2,subdued-PE,0.6,XP_030840796.1,4.2
LOC117692003,uncharacterized LOC117692003,Q55526.1,1.9,K02B2.4a.1,3.5,CG31820-PB,5.3,XP_030848004.1,4e-85
LOC117692004,uncharacterized LOC117692004,Q9Y2L5.2,0.63,C26E6.8a.1,4.8,Doa-PY,1.8,XP_030840487.1,3.24e-17
LOC117692005,baculoviral IAP repeat-containing protein 2-like,Q24307.3,5.31e-34,T27F2.3.1,0.000628,Diap2-PB,7.82e-35,XP_011666815.1,3.75e-21
LOC117692006,E3 ubiquitin-protein ligase XIAP-like_partial mRNA,O08863.2,6.63e-39,T27F2.3.1,0.000136,Diap1-PF,6.36e-25,XP_030850794.1,2.1e-22
LOC117692007,uncharacterized LOC117692007,A0KLD7.1,2.3,F46C8.3.1,0.27,,,XP_030852830.1,1.5
LOC117692008,uncharacterized LOC117692008,A0A1B0GVH7.1,0.23,F35G12.3b.1,2.7,Gcn2-PB,2.2,XP_030830531.1,1.2
LOC105333780,P-selectin,Q80T79.3,6.26e-20,T07H6.5b.1,3.1e-11,fw-PC,2.79e-15,XP_030844140.1,5.23e-21
LOC117692009,uncharacterized LOC117692009,Q9R1R2.1,1.41e-05,C39F7.2a.1,0.001,Trim9-PA,0.002,XP_030856299.1,2.55e-05
LOC117692010,piggyBac transposable element-derived protein 1-like,Q96DM1.3,2.86e-10,T26H2.5.1,1.3,CG13408-PA,0.37,XP_003731439.2,2.52e-20
LOC105333485,tyrosine-protein kinase JAK2,F1N9Y5.2,3.6e-56,F11E6.8a.1,5.55e-49,hop-PA,1e-49,XP_030833482.1,2.14e-60
LOC117692011,piggyBac transposable element-derived protein 5-like,Q8N414.4,2.03e-08,F16D3.2.2,2.3,ND-42-PC,5.4,XP_030839578.1,1.47e-10
LOC117692012,uncharacterized protein K02A2.6-like,Q99315.3,2.52e-83,K02F6.1.1,2.9,boca-PA,2.9,XP_030851255.1,0
LOC117692013,perlucin-like protein,Q9UBG0.2,1.75e-14,K02F3.5.1,1.32e-12,lectin-46Ca-PA,9.41e-11,XP_030848434.1,1.83e-17
LOC117692014,protein IMPACT homolog,Q54JW9.1,5.85e-14,Y52B11A.2a.1,1.5e-08,Ir92a-PC,7,XP_030832017.1,5.55e-08
LOC117692015,uncharacterized LOC117692015,O07544.1,0.59,R05D11.8.1,4.3,,,XP_783909.3,5.2
LOC117692016,putative nuclease HARBI1,Q6AZB8.1,2.58e-15,Y94H6A.11a.1,0.16,CG43088-PA,0.00012,XP_030849805.1,3.88e-29
LOC117692017,uncharacterized LOC117692017,Q7ZV90.1,1.45e-42,Y18H1A.6c.1,7.35e-37,Pif1-PB,3.33e-34,XP_030849225.1,0
LOC105346227,uncharacterized LOC105346227,Q9H0W7.1,1.48e-12,Y48A6C.6.1,9.33e-20,CG14135-PC,5.15e-05,XP_030836479.1,2.57e-88
LOC117692018,uncharacterized LOC117692018,Q9UXU7.1,1.9,K11D2.4c.1,4.5,CG10660-PD,5.5,XP_011677896.2,4.98e-23
LOC117692019,uncharacterized LOC117692019,Q9H0W7.1,1.44e-12,Y48A6C.6.1,2.66e-20,CG14135-PC,4.79e-05,XP_030836479.1,1.06e-88
LOC117692020,uncharacterized LOC117692020,Q91YM2.3,0.21,C36C9.5.1,0.099,,,XP_030839027.1,8.91e-73
LOC117692021,uncharacterized LOC117692021,Q9Z934.1,0.14,C37A2.2.1,0.7,CG11961-PB,4,XP_030855801.1,2.83e-130
LOC105341533,uncharacterized LOC105341533,Q92626.2,3.3e-12,C09D1.1n.1,1.91e-08,ed-PC,1.73e-06,XP_030853395.1,8.04e-09
LOC117692022,uncharacterized LOC117692022,Q6D8S6.1,1.3,T08E11.6.1,1.1,Usp32-PH,3.5,XP_030849809.1,6
LOC117692023,uncharacterized LOC117692023,O15394.2,0.000656,F15G9.4d.1,2.77e-05,fred-PG,0.000325,XP_030853396.1,6.52e-06
LOC117692024,"protein THYLAKOID RHODANESE-LIKE, chloroplastic-like",Q5H9R7.2,0.83,F16B12.6.1,0.64,,,XP_030832684.1,0.16
LOC117692025,tripartite motif-containing protein 45-like,Q9H8W5.2,2e-07,F26F4.7.1,6.79e-08,Trim9-PA,4.51e-07,XP_030842444.1,9.85e-09
LOC117692026,uncharacterized LOC117692026,P10394.1,7.27e-33,K04G7.1.2,0.32,CG1461-PB,5.3,XP_030847727.1,2.19e-123
LOC117692027,eukaryotic translation initiation factor 3 subunit A-like,A2VD00.1,2.57e-10,ZC53.1.1,0.39,CG10910-PB,2.25e-10,XP_030837526.1,5.21e-09
LOC117692028,uncharacterized LOC117692028,O95613.4,0.002,ZK512.3.1,3.9,CG9297-PE,0.00015,XP_030849498.1,3.09e-12
LOC117692029,uncharacterized LOC117692029,Q09575.1,0.017,F16A11.1b.1,0.015,CG12118-PB,1.2,XP_030849310.1,1.74e-37
LOC117692030,adenosine receptor A3-like,Q28309.1,2.61e-12,C43C3.2a.1,0.003,Dop2R-PF,0.000189,XP_011674514.1,1.32e-11
LOC105323764,nucleolar protein 58-like,O85467.1,0.016,M05B5.1.1,1.2,,,XP_030827896.1,0.045
LOC117692031,uncharacterized protein K02A2.6-like,Q09575.1,1.55e-15,F56H9.3.1,1.9,,,XP_030852449.1,9.97e-77
LOC117692032,uncharacterized protein K02A2.6-like,P10394.1,2.85e-24,Y54E10A.2.1,1.1,Gpo1-PD,9.9,XP_030845845.1,5.89e-67
